Point #N	Game	Score(H:F)	L_i		G_A		G_B		M_A		M_B		Elo_H		Elo_F
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
1		1	1:0		0.173200	0.173200	0.000000	0.173200	0.000000	0.280411	0.293882
2		1	1:1		0.176200	0.000000	-0.176200	0.069487	-0.105509	0.261808	0.274858
3		1	2:1		0.171900	0.171900	0.000000	0.117820	-0.055715	0.270455	0.283848
4		1	3:1		0.178700	0.178700	0.000000	0.142981	-0.032689	0.275061	0.287954
5		1	4:1		0.174500	0.174500	0.000000	0.155006	-0.020218	0.277209	0.290207
6		1	5:1		0.146900	0.146900	0.000000	0.150976	-0.013546	0.276098	0.291600
7		1	6:1		0.118600	0.118600	0.000000	0.146401	0.000000	0.274623	0.294365
8		1	7:1		0.078200	0.078200	0.000000	0.119068	0.000000	0.268719	0.294857
9		1	8:1		0.048700	0.048700	0.000000	0.089151	0.000000	0.262257	0.295395
10		1	9:1		0.026400	0.026400	0.000000	0.060815	0.000000	0.256136	0.295905
11		1	10:1		0.009400	0.009400	0.000000	0.036765	0.000000	0.250941	0.296338
12		1	10:2		0.002500	0.000000	-0.002500	0.018524	-0.000954	0.247035	0.296478
13		1	11:2		0.004300	0.004300	0.000000	0.010024	-0.000639	0.245188	0.296693
14		2	1:0		0.177100	0.177100	0.000000	0.093974	-0.000323	0.263310	0.295245
15		2	2:0		0.176400	0.176400	0.000000	0.140792	-0.000148	0.273416	0.294436
16		2	2:1		0.158800	0.000000	-0.158800	0.085946	-0.068920	0.264045	0.281807
17		2	2:2		0.173900	0.000000	-0.173900	0.053469	-0.112924	0.258615	0.273679
18		2	3:2		0.202200	0.202200	0.000000	0.110997	-0.071647	0.269555	0.280816
19		2	3:3		0.197200	0.000000	-0.197200	0.065246	-0.123237	0.261530	0.271425
20		2	3:4		0.214100	0.000000	-0.214100	0.034629	-0.164250	0.256393	0.263855
21		2	3:5		0.204100	0.000000	-0.204100	0.023201	-0.179734	0.254482	0.260995
22		2	4:5		0.193300	0.193300	0.000000	0.089290	-0.111464	0.266299	0.273323
23		2	5:5		0.217900	0.217900	0.000000	0.132540	-0.074681	0.274317	0.279827
24		2	5:6		0.250600	0.000000	-0.250600	0.088802	-0.135485	0.267059	0.268576
25		2	6:6		0.248600	0.248600	0.000000	0.154340	-0.079747	0.279208	0.278432
26		2	7:6		0.276900	0.276900	0.000000	0.209048	-0.042918	0.289699	0.284739
27		2	8:6		0.268900	0.268900	0.000000	0.232693	-0.028755	0.294297	0.287118
28		2	8:7		0.218500	0.000000	-0.218500	0.144681	-0.102625	0.277946	0.274076
29		2	8:8		0.305200	0.000000	-0.305200	0.096936	-0.172287	0.270141	0.261142
30		2	9:8		0.372500	0.372500	0.000000	0.194254	-0.115432	0.289114	0.270648
31		2	9:9		0.368100	0.000000	-0.368100	0.115888	-0.217773	0.275872	0.251795
32		2	10:9		0.512100	0.512100	0.000000	0.259164	-0.145908	0.304232	0.263445
33		2	11:9		0.476400	0.476400	0.000000	0.355391	-0.086504	0.322879	0.273475
34		3	0:1		0.175800	0.000000	-0.175800	0.201035	-0.114484	0.290545	0.270714
35		3	0:2		0.171800	0.000000	-0.171800	0.086886	-0.148324	0.267107	0.266068
36		3	0:3		0.158500	0.000000	-0.158500	0.039697	-0.152845	0.257077	0.266022
37		3	0:4		0.155100	0.000000	-0.155100	0.011996	-0.157641	0.251266	0.265571
38		3	0:5		0.129100	0.000000	-0.129100	0.000000	-0.149271	0.248374	0.267444
39		3	0:6		0.098800	0.000000	-0.098800	0.000000	-0.128649	0.247631	0.271527
40		3	1:6		0.057700	0.057700	0.000000	0.022013	-0.077346	0.250539	0.281289
41		3	2:6		0.086300	0.086300	0.000000	0.047673	-0.043658	0.254869	0.287498
42		3	2:7		0.125400	0.000000	-0.125400	0.031941	-0.069103	0.252387	0.282743
43		3	3:7		0.077800	0.077800	0.000000	0.051082	-0.039649	0.255461	0.288230
44		3	3:8		0.114500	0.000000	-0.114500	0.034225	-0.065159	0.252738	0.283483
45		3	3:9		0.067600	0.000000	-0.067600	0.019959	-0.069446	0.249811	0.282890
46		3	3:10		0.029700	0.000000	-0.029700	0.008927	-0.057860	0.247011	0.285383
47		3	4:10		0.007500	0.007500	0.000000	0.008842	-0.032307	0.246073	0.290444
48		3	4:11		0.013700	0.000000	-0.013700	0.001917	-0.026872	0.244381	0.291645
49		4	1:0		0.187200	0.187200	0.000000	0.097587	-0.007632	0.264354	0.293732
50		4	1:1		0.188000	0.000000	-0.188000	0.059958	-0.091711	0.259253	0.277762
51		4	2:1		0.198200	0.198200	0.000000	0.122573	-0.055356	0.271469	0.283833
52		4	2:2		0.176500	0.000000	-0.176500	0.076182	-0.105452	0.263252	0.274749
53		4	2:3		0.214100	0.000000	-0.214100	0.048335	-0.148368	0.258782	0.266753
54		4	3:3		0.186700	0.186700	0.000000	0.093970	-0.099407	0.266876	0.275626
55		4	4:3		0.199900	0.199900	0.000000	0.139223	-0.056919	0.275121	0.283224
56		4	5:3		0.207300	0.207300	0.000000	0.162157	-0.038136	0.279399	0.286530
57		4	5:4		0.182200	0.000000	-0.182200	0.108645	-0.085970	0.269562	0.278022
58		4	5:5		0.231800	0.000000	-0.231800	0.072792	-0.135006	0.263583	0.268959
59		4	6:5		0.242700	0.242700	0.000000	0.131746	-0.090454	0.274714	0.276719
60		4	7:5		0.245300	0.245300	0.000000	0.171558	-0.060604	0.282238	0.281912
61		4	7:6		0.213600	0.000000	-0.213600	0.104266	-0.122095	0.269917	0.270948
62		4	7:7		0.269600	0.000000	-0.269600	0.069858	-0.175273	0.264399	0.261038
63		4	7:8		0.307200	0.000000	-0.307200	0.046805	-0.222693	0.261127	0.252064
64		4	7:9		0.308100	0.000000	-0.308100	0.018858	-0.266747	0.256676	0.243845
65		4	7:10		0.227900	0.000000	-0.227900	0.000000	-0.265666	0.252564	0.244398
66		4	7:11		0.108300	0.000000	-0.108300	0.000000	-0.208312	0.250499	0.255754
67		5	1:0		0.178400	0.178400	0.000000	0.092077	-0.087142	0.266026	0.278089
68		5	2:0		0.184500	0.184500	0.000000	0.144260	-0.035501	0.275438	0.287374
69		5	3:0		0.159100	0.159100	0.000000	0.157301	-0.012045	0.277411	0.291784
70		5	4:0		0.144800	0.144800	0.000000	0.156265	-0.002727	0.276851	0.293647
71		5	4:1		0.127100	0.000000	-0.127100	0.099145	-0.048490	0.266161	0.285614
72		5	4:2		0.152100	0.000000	-0.152100	0.057238	-0.090516	0.258622	0.278048
73		5	5:2		0.176200	0.176200	0.000000	0.096068	-0.060645	0.265934	0.283263
74		5	6:2		0.146200	0.146200	0.000000	0.111947	-0.040632	0.268643	0.286940
75		5	7:2		0.114200	0.114200	0.000000	0.111114	-0.027224	0.267981	0.289610
76		5	7:3		0.077000	0.000000	-0.077000	0.074447	-0.041069	0.260559	0.287528
77		5	8:3		0.113400	0.113400	0.000000	0.093142	-0.019682	0.263827	0.291426
78		5	9:3		0.070500	0.070500	0.000000	0.080226	-0.013187	0.260804	0.292945
79		5	9:4		0.034800	0.000000	-0.034800	0.046221	-0.022112	0.253780	0.291790
80		5	10:4		0.059700	0.059700	0.000000	0.047862	-0.014815	0.253871	0.293205
81		5	11:4		0.017500	0.017500	0.000000	0.038744	-0.005960	0.251583	0.295123
82		6	0:1		0.168500	0.000000	-0.168500	0.014494	-0.089213	0.249342	0.279075
83		6	1:1		0.183700	0.183700	0.000000	0.092782	-0.054600	0.265006	0.284519
84		6	1:2		0.182900	0.000000	-0.182900	0.055930	-0.112097	0.259116	0.273798
85		6	1:3		0.183400	0.000000	-0.183400	0.033663	-0.143674	0.255443	0.267947
86		6	2:3		0.184700	0.184700	0.000000	0.091543	-0.091156	0.266055	0.277303
87		6	2:4		0.204700	0.000000	-0.204700	0.061334	-0.130490	0.260946	0.270059
88		6	2:5		0.193400	0.000000	-0.193400	0.031632	-0.161212	0.255636	0.264511
89		6	2:6		0.158100	0.000000	-0.158100	0.021193	-0.158908	0.253298	0.265155
90		6	3:6		0.117900	0.117900	0.000000	0.059179	-0.097022	0.259275	0.276725
91		6	4:6		0.160300	0.160300	0.000000	0.091292	-0.065004	0.265059	0.282486
92		6	4:7		0.218200	0.000000	-0.218200	0.061166	-0.116254	0.260397	0.272881
